Assembly,Filename,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50.x,NG50,N75,NG75,L50,LG50,L75,LG75,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,Largest alignment,Total aligned length,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75,Source Host,Source Context,Uberstrain,Name,Data.Source.Accession.No..Sequencing.Platform.Sequencing.Library.Insert.Size.Experiment.Bases.Average.Length.Status.,Sequencing Platform(s),Barcode,Source Details,Collection.Year,Collection.Month,Collection.Day,Continent,Country,Region,District,City,Latitude,Longitude,Serovar,Subspecies,Antigenic.Formulas,Lab.Contact,Bio.Project.ID,Project.ID,Sample.ID,Secondary.Sample.ID,Date.Entered,Release.Date,Status,Coverage,N50.y,Length,Species,Contig.Number...200.bp.,Low.Quality.Bases,Version
SAL_JA7076AA_AS,SAL_JA7076AA_AS.scaffold,83,42,23,21,20,16,4858311,4841688,4808538,4793577,4783380,4637758,58,1558046,4853069,4809037,52.13,52.09,429764,429764,224047,224047,3,3,7,7,85,15,4563691,137,0,0,0,15 + 16 part,622429,87.672,1.003,0,1317.26,26.61,149701,4228139,64424,67422,26299,26477,26,25,53,52,Bovine,Animal,SAL_DA6381AA,CFSAN013369,SRR1411113;ILLUMINA;Paired;500;SRX603846;417362788;226,ILLUMINA;;,SAL_DA6381AA,,2007,1,NA,North America,United States,Washington,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA186035,SRP018785,SAMN02782451,SRS638589,2015-08-27,2014-06-16,Assembled,86,429764,4858311,Salmonella enterica;94.21%,72,5709,2.2
SAL_JA7078AA_AS,SAL_JA7078AA_AS.scaffold,87,46,37,32,27,21,4879336,4865017,4844073,4808334,4700408,4483714,56,585607,4871671,4809037,52.24,52.09,271389,376792,139247,139247,6,5,12,12,80,21,4367047,130,0,0,1,13 + 33 part,630800,88.001,1.002,0.64,1310.96,26.44,196296,4240617,57947,58645,26261,26911,27,26,56,54,Swine,Animal,SAL_DA6165AA,MDH-2014-00321,SRR1448939;ILLUMINA;Paired;500;SRX620879;449708812;226,ILLUMINA;;,SAL_DA6165AA,porcine spleen,2002,10,NA,North America,United States,Nebraska,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02699487,SRS645282,2015-08-27,2014-06-23,Assembled,93,271389,4879336,Salmonella enterica;100.0%,76,3111,2.2
SAL_JA7079AA_AS,SAL_JA7079AA_AS.scaffold,162,129,105,91,64,38,5153488,5136699,5077080,4980303,4516788,3611422,147,275952,5149297,4809037,52.22,52.09,78682,81554,43474,52199,23,20,44,38,62,36,2975350,123,0,0,8,34 + 68 part,900334,88.004,1.004,6.89,1309.78,26.44,109873,4242513,42182,43557,14491,18377,42,38,96,80,Bovine,Animal,SAL_DA5635AA,CFSAN018657,SRR1514766;ILLUMINA;Paired;500;SRX652334;314012160;198,ILLUMINA;;,SAL_DA5635AA,feces,2007,1,NA,North America,United States,Washington,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA186035,SRP018785,SAMN02849925,SRS660008,2015-08-27,2014-07-14,Assembled,61,78682,5153488,Salmonella enterica;94.12%,156,11679,2.2
SAL_JA7080AA_AS,SAL_JA7080AA_AS.scaffold,70,45,34,31,30,25,4756761,4745855,4721299,4695447,4674257,4514435,57,457949,4753625,4809037,52.11,52.09,258211,258211,137453,120337,7,7,13,14,88,23,4322956,141,0,1,4,2 + 33 part,531106,87.517,1.003,9.97,1358.26,25.71,207906,4221082,57178,57178,26350,26261,28,28,56,57,Bovine,Animal,SAL_DA7191AA,CFSAN012657,SRR1292259;ILLUMINA;Paired;500;SRX547057;288880164;222,ILLUMINA;;,SAL_DA7191AA,bovine (necropsy),2006,11,NA,North America,United States,Idaho,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA186035,SRP018785,SAMN02742090,SRS614070,2015-08-27,2014-05-19,Assembled,61,258211,4756761,Salmonella enterica;96.77%,65,7097,2.2
SAL_JA7085AA_AS,SAL_JA7085AA_AS.scaffold,105,47,36,33,26,21,4978539,4961695,4943669,4921823,4802049,4628586,54,746471,4967050,4809037,52.11,52.09,264048,264048,172402,172402,5,5,11,11,79,20,4436296,132,0,0,1,13 + 29 part,739675,87.78,1.001,0,1305.4,26.32,141266,4226595,57948,58646,26261,32082,28,27,57,53,Swine,Animal,SAL_DA8408AA,MDH-2014-00173,SRR1233947;ILLUMINA;Paired;500;SRX515716;364194582;237,ILLUMINA;;,SAL_DA8408AA,porcine colon,2007,3,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02646947,SRS591495,2015-08-27,2014-04-12,Assembled,74,264048,4978539,Salmonella enterica;77.47%,81,5805,2.2
SAL_JA7087AA_AS,SAL_JA7087AA_AS.scaffold,69,49,38,34,29,25,4947740,4939711,4919238,4891016,4794160,4635884,56,542332,4944173,4809037,52.15,52.09,219523,219523,131304,139252,7,7,14,13,79,22,4237725,126,0,0,3,9 + 35 part,688143,88.347,1.002,7.38,1318.05,26.57,148028,4255024,54524,57212,21660,26568,29,27,59,55,Bovine,Animal,SAL_DA9541AA,VA_WGS-00107,SRR1177211;ILLUMINA;Paired;500;SRX476399;396178040;235,ILLUMINA;;,SAL_DA9541AA,bos taurus,2006,1,NA,North America,United States,Virginia,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA219491,SRP033708,SAMN02403328,SRS562171,2015-08-27,2014-02-26,Assembled,81,219523,4947740,Salmonella enterica;100.0%,67,4616,2.2
SAL_JA7092AA_AS,SAL_JA7092AA_AS.scaffold,96,52,40,38,32,27,5033699,5016179,4989584,4974531,4862639,4691649,67,720197,5026193,4809037,52.14,52.09,191687,207707,115520,126018,8,7,16,14,74,22,4146504,124,0,0,2,17 + 35 part,780843,88.112,1.002,6.47,1304.78,26.17,148170,4243320,57212,57948,19488,26417,30,28,63,56,Bovine,Animal,SAL_DA9854AA,MDH-2013-00112,SRR1158059;ILLUMINA;Paired;500;SRX462044;509610140;239,ILLUMINA;;,SAL_DA9854AA,bovine tissue; bos taurus,2010,6,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02378117,SRS551247,2015-08-27,2014-02-03,Assembled,102,191687,5033699,Salmonella enterica;83.34%,85,4791,2.2
SAL_JA7093AA_AS,SAL_JA7093AA_AS.scaffold,93,61,41,36,28,22,4976709,4962610,4911066,4876811,4743800,4515459,74,716792,4971576,4809037,52.08,52.09,207702,207702,149899,159601,7,7,14,13,81,22,4407716,126,0,0,1,25 + 35 part,726908,88.06,1.002,7.58,1304.18,26.28,148077,4243756,57430,58646,21903,26911,29,27,59,55,Swine,Animal,SAL_DA6181AA,MDH-2014-00320,SRR1448889;ILLUMINA;Paired;500;SRX620831;557163114;233,ILLUMINA;;,SAL_DA6181AA,porcine lung,2002,10,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02699486,SRS645235,2015-08-27,2014-06-23,Assembled,112,207702,4976709,Salmonella enterica;84.14%,87,3613,2.2
SAL_JA7094AA_AS,SAL_JA7094AA_AS.scaffold,110,60,40,35,30,26,5167283,5151922,5113455,5081023,4996925,4853666,70,711650,5158180,4809037,52.13,52.09,223066,225955,112952,149998,7,6,14,12,86,24,4638184,132,0,0,3,28 + 28 part,924357,87.907,1.001,0,1307.63,26.4,129066,4233154,57213,58646,18672,32514,30,27,64,53,Swine,Animal,SAL_DA9751AA,MDH-2013-00052,SRR1164584;ILLUMINA;Paired;500;SRX467160;572985120;240,ILLUMINA;;,SAL_DA9751AA,porcine liver; pig,2008,8,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02378057,SRS554828,2015-08-27,2014-02-06,Assembled,111,223066,5167283,Salmonella enterica;90.0%,93,4482,2.2
SAL_JA7100AA_AS,SAL_JA7100AA_AS.scaffold,103,45,33,28,27,24,4823755,4806360,4789837,4755824,4745779,4639745,55,682273,4813749,4809037,52.12,52.09,204653,204653,149998,149998,7,7,13,13,86,24,4557197,134,0,0,0,7 + 25 part,577335,87.864,1.003,20.19,1307.61,26.55,127791,4233951,57213,57213,31183,31183,29,29,56,56,Swine,Animal,SAL_DA3219AA,MDH-2014-00499,SRR1574306;ILLUMINA;Paired;500;SRX700282;277213520;188,ILLUMINA;;,SAL_DA3219AA,porcine tissue,2003,7,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02699665,SRS700468,2015-08-27,2014-09-12,Assembled,58,204653,4823755,Salmonella enterica;88.31%,75,5995,2.2
SAL_JA7101AA_AS,SAL_JA7101AA_AS.scaffold,77,51,43,41,34,31,4878423,4866621,4849181,4833440,4699307,4584255,63,376668,4874884,4809037,52.19,52.09,179051,179051,94240,94240,9,9,18,18,75,26,4091846,130,0,0,3,8 + 37 part,626109,88.171,1.002,6.79,1317.53,26.79,148209,4246726,57212,57409,26293,26911,28,27,57,55,Swine,Animal,SAL_DA7592AA,NY-swgs1147,SRR1266027;ILLUMINA;Paired;500;SRX529443;376316600;220,ILLUMINA;;,SAL_DA7592AA,pig,2009,8,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183850,SRP028607,SAMN02595861,SRS599160,2015-08-27,2014-04-30,Assembled,78,179051,4878423,Salmonella enterica;100.0%,72,5835,2.2
SAL_JA7111AA_AS,SAL_JA7111AA_AS.scaffold,75,48,37,33,27,22,4852122,4839817,4817586,4789189,4682262,4505834,61,622368,4848386,4809037,52.12,52.09,271390,271390,149900,149900,6,6,12,12,79,21,4345157,132,0,0,2,17 + 32 part,604875,88.088,1.002,7.65,1306.93,26.56,196296,4242478,57947,57947,26261,26538,26,26,56,55,Bovine,Animal,SAL_DA9442AA,MDH-2013-00005,SRR1177569;ILLUMINA;Paired;500;SRX476673;542412780;182,ILLUMINA;;,SAL_DA9442AA,feces; bos taurus,2007,6,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02378010,SRS562392,2015-08-27,2014-02-26,Assembled,112,271390,4852122,Salmonella enterica;100.0%,69,1525,2.2
SAL_JA7113AA_AS,SAL_JA7113AA_AS.scaffold,106,62,49,40,34,28,5043902,5022945,4997974,4926738,4810809,4592612,86,720196,5038237,4809037,52.09,52.09,185530,188081,112297,112834,9,8,17,16,74,24,4117737,124,0,0,2,24 + 39 part,788499,88.165,1.002,6.93,1305.44,26.46,128938,4247918,51133,56861,19488,26911,31,29,65,57,Swine,Animal,SAL_DA3261AA,MDH-2014-00501,SRR1574252;ILLUMINA;Paired;500;SRX700230;268493040;180,ILLUMINA;;,SAL_DA3261AA,porcine tissue,2003,7,NA,North America,United States,North Carolina,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02699667,SRS700416,2015-08-27,2014-09-12,Assembled,54,185530,5043902,Salmonella enterica;96.59%,99,6996,2.2
SAL_JA7115AA_AS,SAL_JA7115AA_AS.scaffold,79,50,37,31,30,25,4998145,4985846,4956691,4914597,4892943,4721766,59,746472,4992200,4809037,52.11,52.09,204653,204653,114690,117997,6,6,14,13,80,21,4351555,125,0,0,1,14 + 32 part,759039,87.913,1.001,6.01,1310.84,26.54,141266,4231879,57213,58646,24652,31163,29,27,60,54,Bovine,Animal,SAL_DA9479AA,NY-swgs1098,SRR1177333;ILLUMINA;Paired;500;SRX476520;463689024;236,ILLUMINA;;,SAL_DA9479AA,cow liver,2007,11,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183850,SRP028607,SAMN02595812,SRS562271,2015-08-27,2014-02-26,Assembled,93,204653,4998145,Salmonella enterica;93.93%,73,4358,2.2
SAL_JA7118AA_AS,SAL_JA7118AA_AS.scaffold,85,55,41,36,33,27,4988846,4975999,4949762,4916253,4855642,4643803,65,602785,4982622,4809037,52.11,52.09,223067,223067,99787,114690,7,7,15,14,82,26,4521006,126,0,0,4,15 + 36 part,748086,87.9,1.002,6.18,1309.23,26.52,129067,4233251,57105,57948,24652,31163,30,28,60,55,Human,Animal,SAL_DA3177AA,CFSAN023330,SRR1575964;ILLUMINA;Paired;500;SRX701671;402373708;239,ILLUMINA;;,SAL_DA3177AA,stool,2001,10,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA219491,SRP033708,SAMN02989046,SRS701552,2015-08-27,2014-09-16,Assembled,81,223067,4988846,Salmonella enterica;100.0%,80,5439,2.2
SAL_JA7119AA_AS,SAL_JA7119AA_AS.scaffold,80,52,37,31,27,22,4963899,4953220,4919979,4876361,4797624,4629288,60,682273,4958416,4809037,52.13,52.09,237529,237529,149998,172402,6,6,13,12,81,22,4487301,129,0,0,2,14 + 29 part,725922,87.815,1.002,7.87,1308.6,26.64,129066,4231113,57213,57948,24652,30024,29,28,60,55,Swine,Animal,SAL_DA3460AA,MDH-2014-00489,SRR1569710;ILLUMINA;Paired;500;SRX696147;362457362;239,ILLUMINA;;,SAL_DA3460AA,porcine lung,2003,6,NA,North America,United States,Kentucky,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02699655,SRS697246,2015-08-27,2014-09-08,Assembled,74,237529,4963899,Salmonella enterica;93.94%,73,5527,2.2
SAL_JA7124AA_AS,SAL_JA7124AA_AS.scaffold,94,53,41,35,29,18,5070458,5052124,5031491,4990786,4893460,4481320,69,707879,5062906,4809037,52.12,52.09,282892,298917,208194,213098,6,5,11,10,79,19,4433820,133,0,0,1,25 + 25 part,805930,88.382,1.002,0,1315.36,26.3,148057,4256422,57211,58646,24653,32053,28,26,59,52,Poultry,Product,SAL_DA8877AA,AZ_TG71111,SRR1195653;ILLUMINA;Paired;500;SRX492499;449993088;194,ILLUMINA;;,SAL_DA8877AA,chicken breast tenderloins,2013,7,NA,North America,United States,Illinois,,,,,Typhimurium,I,,Food Safety and Inspection Service (US),PRJNA183847,SRP028894,SAMN02595024,SRS575653,2015-08-27,2014-03-15,Assembled,89,282892,5070458,Salmonella enterica;96.25%,89,2576,2.2
SAL_JA7127AA_AS,SAL_JA7127AA_AS.scaffold,120,58,41,36,33,28,4987330,4968456,4937333,4906563,4845952,4680588,69,472407,4975316,4809037,52.09,52.09,204653,204653,107986,110471,8,8,16,15,84,28,4568315,128,0,0,4,14 + 36 part,736761,87.976,1.002,5.85,1310.66,26.66,129067,4237055,57213,57948,24652,26911,30,28,60,56,Swine,Animal,SAL_DA6431AA,MDH-2014-00301,SRR1384627;ILLUMINA;Paired;500;SRX592766;496200620;235,ILLUMINA;;,SAL_DA6431AA,porcine feces,2002,9,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02699467,SRS635346,2015-08-27,2014-06-12,Assembled,100,204653,4987330,Salmonella enterica;78.95%,91,5480,2.2
SAL_JA7132AA_AS,SAL_JA7132AA_AS.scaffold,104,56,39,33,30,23,5001384,4983718,4953630,4916780,4855873,4627630,68,682206,4991769,4809037,52.11,52.09,225955,225955,129373,149998,6,6,13,12,84,24,4552153,128,0,0,4,18 + 33 part,755929,87.931,1.002,6.49,1309.45,26.32,128939,4234553,57213,58646,24652,30593,29,27,60,55,Swine,Animal,SAL_DA9449AA,MDH-2013-00006,SRR1177559;ILLUMINA;Paired;500;SRX476663;574527200;208,ILLUMINA;;,SAL_DA9449AA,porcine; pig,2007,6,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02378011,SRS562382,2015-08-27,2014-02-26,Assembled,115,225955,5001384,Salmonella enterica;98.65%,93,3018,2.2
SAL_JA7135AA_AS,SAL_JA7135AA_AS.scaffold,79,58,41,33,27,23,5014607,5004220,4960322,4904731,4790637,4648636,68,659703,5011234,4809037,52.17,52.09,271001,279037,115600,130739,6,5,13,12,81,21,4380590,130,0,0,1,21 + 31 part,766950,88.054,1.002,7.02,1311.31,26.8,148073,4242443,52908,54524,21888,26911,30,28,62,56,Bovine,Animal,SAL_DA6614AA,MDH-2014-00278,SRR1346307;ILLUMINA;Paired;500;SRX575120;519871968;238,ILLUMINA;;,SAL_DA6614AA,feces; bos taurus,2001,1,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02699444,SRS629064,2015-08-27,2014-06-06,Assembled,104,271001,5014607,Salmonella enterica;91.3%,75,3772,2.2
SAL_JA7137AA_AS,SAL_JA7137AA_AS.scaffold,79,47,39,34,29,23,4903779,4889280,4873239,4835164,4735672,4509914,62,647104,4899111,4809037,52.2,52.09,225812,225812,138606,138766,7,7,14,13,80,22,4341236,132,0,0,2,8 + 33 part,627354,88.662,1.002,7.45,1324.25,26.97,148095,4270480,56864,56864,26252,26911,28,28,59,56,Human,Animal,SAL_DA3555AA,CFSAN023327,SRR1569594;ILLUMINA;Paired;500;SRX696030;673358400;225,ILLUMINA;;,SAL_DA3555AA,stool,2001,5,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA186035,SRP018785,SAMN02989043,SRS697136,2015-08-27,2014-09-08,Assembled,138,225812,4903779,Salmonella enterica;100.0%,74,2581,2.2
SAL_JA7138AA_AS,SAL_JA7138AA_AS.scaffold,92,53,35,32,26,21,5097362,5080626,5046576,5028269,4928748,4730651,68,707880,5090696,4809037,52.08,52.09,376818,376818,149899,238838,5,5,11,9,77,19,4460042,129,0,0,2,27 + 23 part,842331,88.157,1.002,0,1307.09,26.37,196297,4247964,57948,68111,18921,32053,27,25,59,51,Poultry,Product,SAL_DA5423AA,AZ-TG74304,SRR1528481;ILLUMINA;Paired;500;SRX663093;395229672;236,ILLUMINA;;,SAL_DA5423AA,chicken breast,2005,NA,NA,North America,United States,Connecticut,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183847,SRP028894,SAMN02894176,SRS667967,2015-08-27,2014-07-28,Assembled,78,376818,5097362,Salmonella enterica;97.54%,85,5282,2.2
SAL_JA7139AA_AS,SAL_JA7139AA_AS.scaffold,102,53,41,36,31,25,5017405,5002807,4980851,4942706,4848694,4609128,62,720196,5008211,4809037,52.07,52.09,257861,257861,128312,131305,7,7,15,14,79,23,4377219,132,0,0,1,12 + 32 part,758619,88.167,1.002,0,1306.52,26.2,148066,4247783,57212,57947,19448,26579,29,27,61,55,Swine,Animal,SAL_DA5092AA,MDH-2014-00402,SRR1544173;ILLUMINA;Paired;500;SRX675634;635937892;239,ILLUMINA;;,SAL_DA5092AA,porcine tissue,2003,2,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02699568,SRS679298,2015-08-27,2014-08-11,Assembled,127,257861,5017405,Salmonella enterica;77.38%,81,6389,2.2
SAL_JA7140AA_AS,SAL_JA7140AA_AS.scaffold,74,51,45,37,30,23,4949263,4936433,4924548,4869746,4736699,4508622,65,682097,4946200,4809037,52.13,52.09,225812,225812,113372,114710,6,6,14,13,79,23,4397562,126,0,0,4,12 + 33 part,710222,87.905,1.002,5.66,1309.6,26.71,129067,4233047,57948,58646,26261,28943,28,27,59,55,Swine,Animal,SAL_DA7115AA,MDH-2014-00032,SRR1299289;ILLUMINA;Paired;500;SRX553306;300725982;237,ILLUMINA;;,SAL_DA7115AA,porcine feces,2003,9,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02646806,SRS620601,2015-08-27,2014-06-01,Assembled,61,225812,4949263,Salmonella enterica;100.0%,73,6153,2.2
SAL_JA7145AA_AS,SAL_JA7145AA_AS.scaffold,75,42,36,32,27,23,4944697,4931072,4915328,4884225,4790173,4629519,55,720196,4939700,4809037,52.15,52.09,252706,252706,159798,159798,7,7,14,14,78,22,4411196,126,0,0,1,10 + 30 part,694810,88.116,1.002,7.71,1305.92,26.43,148066,4243404,58646,61754,26261,31183,27,26,56,53,Swine,Animal,SAL_DA4088AA,MDH-2014-00446,SRR1556077;ILLUMINA;Paired;500;SRX685212;348247312;238,ILLUMINA;;,SAL_DA4088AA,porcine feces,2003,4,NA,North America,United States,North Carolina,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02699612,SRS688103,2015-08-27,2014-08-22,Assembled,71,252706,4944697,Salmonella enterica;94.92%,68,4957,2.2
SAL_JA7148AA_AS,SAL_JA7148AA_AS.scaffold,71,45,38,31,29,24,4975601,4964838,4955251,4907587,4868335,4705111,54,711589,4970501,4809037,52.11,52.09,225955,225955,141451,149998,6,6,13,12,85,24,4592900,128,0,0,3,7 + 29 part,737268,87.873,1.002,18.97,1309.04,26.43,129123,4230907,57213,58646,26261,30628,29,27,59,55,Swine,Animal,SAL_CA9119AA,MDH-2014-00629,SRR1731985;ILLUMINA;Paired;500;SRX821380;629324080;220,ILLUMINA;;,SAL_CA9119AA,porcine liver,2005,1,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02699795,SRS801128,2015-08-27,2014-12-22,Assembled,127,225955,4975601,Salmonella enterica;98.33%,67,2826,2.2
SAL_JA7150AA_AS,SAL_JA7150AA_AS.scaffold,69,36,28,26,22,20,4901446,4889998,4871629,4855898,4777103,4693509,43,942815,4894393,4809037,52.2,52.09,257630,257630,150004,156012,5,5,11,10,86,19,4498925,133,0,0,1,7 + 27 part,629467,88.531,1.002,7.8,1320.61,26.49,168327,4264015,57947,58646,26911,31092,27,26,55,53,Human,Animal,SAL_DA3550AA,CFSAN023323,SRR1569600;ILLUMINA;Paired;500;SRX696035;301645670;229,ILLUMINA;;,SAL_DA3550AA,stool,2001,5,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA183850,SRP028607,SAMN02989039,SRS697141,2015-08-27,2014-09-08,Assembled,62,257630,4901446,Salmonella enterica;100.0%,61,5187,2.2
SAL_JA7151AA_AS,SAL_JA7151AA_AS.scaffold,114,83,70,64,52,38,4971114,4958498,4928567,4884754,4658135,4171910,92,366165,4964579,4809037,52.12,52.09,94497,98420,72585,74325,17,16,31,30,69,32,3430231,120,0,0,5,11 + 57 part,731187,87.839,1.002,7.33,1308.55,26.63,113571,4228668,48159,48950,17293,19488,35,34,77,71,Bovine,Animal,SAL_DA6540AA,IEH-NGS-SAL-00528,SRR1363327;ILLUMINA;Paired;500;SRX581751;271461628;211,ILLUMINA;;,SAL_DA6540AA,feces,2007,1,NA,North America,United States,Washington,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA186035,SRP018785,SAMN02782412,SRS630425,2015-08-27,2014-06-09,Assembled,55,94497,4971114,Salmonella enterica;100.0%,107,10941,2.2
SAL_JA7152AA_AS,SAL_JA7152AA_AS.scaffold,91,58,45,38,33,27,5001213,4988162,4965540,4915981,4824951,4619190,67,682257,4994494,4809037,52.12,52.09,196629,204653,99111,112952,7,6,16,14,82,27,4394390,127,0,0,4,15 + 33 part,757865,87.893,1.002,0,1308.67,26.59,127791,4234845,57213,57948,24652,26911,29,28,61,56,Swine,Animal,SAL_DA9811AA,MDH-2013-00095,SRR1158201;ILLUMINA;Paired;500;SRX462186;385244512;236,ILLUMINA;;,SAL_DA9811AA,porcine liver; pig,2009,9,NA,North America,United States,Minnesota,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA215333,SRP032981,SAMN02378100,SRS551308,2015-08-27,2014-02-03,Assembled,78,196629,5001213,Salmonella enterica;97.33%,83,4773,2.2
SAL_JA7153AA_AS,SAL_JA7153AA_AS.scaffold,87,57,43,37,34,26,4994004,4978221,4955711,4917534,4856627,4599238,72,602784,4989067,4809037,52.11,52.09,204653,204653,107974,114681,7,7,15,14,83,26,4488146,129,0,0,4,15 + 35 part,748873,87.938,1.003,6.09,1309.99,26.48,128939,4238360,56517,57213,24652,28911,30,28,61,56,Bovine,Animal,SAL_DA9461AA,VA_WGS-00079,SRR1177543;ILLUMINA;Paired;500;SRX476644;550558470;231,ILLUMINA;;,SAL_DA9461AA,bos taurus,2006,7,NA,North America,United States,Virginia,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA219491,SRP033708,SAMN02403300,SRS562363,2015-08-27,2014-02-26,Assembled,111,204653,4994004,Salmonella enterica;100.0%,84,2724,2.2
SAL_JA7154AA_AS,SAL_JA7154AA_AS.scaffold,59,31,27,25,24,21,4704503,4692734,4685750,4674767,4659450,4535750,41,720197,4699713,4809037,52.21,52.09,300021,300021,159901,149909,6,6,11,12,79,20,4448175,128,0,0,0,1 + 21 part,453534,88.163,1.002,0,1304.88,26.42,196296,4244302,68109,62813,36321,32082,24,25,49,51,Bovine,Animal,SAL_DA9429AA,VA_WGS-00082,SRR1177591;ILLUMINA;Paired;500;SRX476695;422115876;234,ILLUMINA;;,SAL_DA9429AA,bos taurus,2005,12,NA,North America,United States,Virginia,,,,,Typhimurium,I,,Food and Drug Administration - Center for Food Safety and Applied Nutrition (US),PRJNA219491,SRP033708,SAMN02403303,SRS562415,2015-08-27,2014-02-26,Assembled,90,300021,4704503,Salmonella enterica;100.0%,52,3207,2.2
